,Published Date,Account,Account Type,Campaign Name,Total Impressions,Total Engagements,Media Type
1703,2023-02-19 15:41:24.088,CSGO,TWITTER,Community Engagement ,14115,519,Photo
1704,2023-02-19 15:39:24.746,General ,INSTAGRAM,N/A ,0,0,Photo
1705,2023-02-19 15:39:24.724,General ,INSTAGRAM,N/A ,0,0,Photo
1706,2023-02-19 15:39:24.720,General ,INSTAGRAM,N/A ,0,0,Photo
1707,2023-02-19 15:39:24.652,General ,INSTAGRAM,N/A ,0,0,Photo
1708,2023-02-19 15:39:17.000,General ,INSTAGRAM,Community Engagement ,5722,0,Photo
1709,2023-02-19 14:54:15.318,General ,INSTAGRAM,N/A ,0,0,Photo
1710,2023-02-19 14:54:14.982,General ,INSTAGRAM,N/A ,0,0,Photo
1711,2023-02-19 14:54:14.931,General ,INSTAGRAM,N/A ,0,0,Photo
1712,2023-02-19 14:54:14.920,General ,INSTAGRAM,N/A ,0,0,Photo
1713,2023-02-19 14:43:04.659,General ,INSTAGRAM,N/A ,0,0,Photo
1714,2023-02-19 14:42:54.000,General ,INSTAGRAM,Community Engagement ,5326,0,Video
1715,2023-02-19 14:38:41.229,General ,INSTAGRAM,N/A ,0,0,Photo
1716,2023-02-19 14:35:02.000,General ,INSTAGRAM,N/A ,0,0,Photo
1717,2023-02-19 14:34:47.000,General ,INSTAGRAM,Community Engagement ,5509,0,Video
1718,2023-02-19 14:31:01.000,General ,INSTAGRAM,Community Engagement ,6005,0,Video
1719,2023-02-19 13:25:02.505,CSGO,TWITTER,Community Engagement ,3295,113,Photo
1720,2023-02-19 12:09:27.169,CSGO,TWITTER,Community Engagement ,7140,206,Photo
1721,2023-02-19 10:29:43.829,General ,TWITTER,Community Engagement ,24348,345,Photo
1722,2023-02-19 09:30:01.829,DOTA2,TWITTER,Community Engagement ,5226,385,Photo
1723,2023-02-19 09:30:00.000,General ,FBPAGE,Community Engagement ,35737,6267,Photo
1724,2023-02-18 16:41:59.958,CSGO,TWITTER,Community Engagement ,2374,39,Photo
1725,2023-02-18 16:36:08.674,General ,TWITTER,N/A ,0,0,Photo
1726,2023-02-18 16:36:06.443,General ,TWITTER,Evil Exhibited ,4329,417,Text
1727,2023-02-18 14:29:15.016,General ,TWITTER,Evil Exhibited ,1412,95,Video
1728,2023-02-18 14:22:54.640,General ,TWITTER,Evil Exhibited ,1744,84,Video
1729,2023-02-18 14:19:42.714,General ,TWITTER,Evil Exhibited ,6883,217,Video
1730,2023-02-18 14:16:18.368,General ,TWITTER,Evil Exhibited ,1422,57,Video
1731,2023-02-18 14:10:06.524,General ,TWITTER,Evil Exhibited ,4137,207,Text
1732,2023-02-18 13:53:49.870,General ,TWITTER,Evil Exhibited ,80324,2675,Photo
1733,2023-02-18 13:53:31.697,DOTA2,TWITTER,N/A ,0,0,Photo
1734,2023-02-18 13:51:10.000,General ,FBPAGE,Evil Exhibited ,24416,1194,Photo
1735,2023-02-18 13:51:09.303,DOTA2,TWITTER,Evil Exhibited ,4313,123,Photo
1736,2023-02-18 13:26:25.236,DOTA2,TWITTER,Evil Exhibited ,1050,13,Text
1737,2023-02-18 13:26:01.375,General ,TWITTER,Evil Exhibited ,30606,805,Video
1738,2023-02-18 13:18:30.102,General ,TWITTER,N/A ,0,0,Video
1739,2023-02-18 13:18:05.768,General ,TWITTER,N/A ,0,0,Video
1740,2023-02-18 13:15:16.794,DOTA2,TWITTER,N/A ,0,0,Video
1741,2023-02-18 13:14:54.957,General ,TWITTER,Evil Exhibited ,34752,868,Video
1742,2023-02-18 13:03:35.158,DOTA2,TWITTER,N/A ,0,0,Photo
1743,2023-02-18 13:02:58.265,DOTA2,TWITTER,Evil Exhibited ,891,13,Text
1744,2023-02-18 12:59:59.982,DOTA2,TWITTER,Evil Exhibited ,930,21,Video
1745,2023-02-18 12:56:27.000,General ,INSTAGRAM,Evil Exhibited ,3383,0,Video
1746,2023-02-18 12:48:41.895,DOTA2,TWITTER,Evil Exhibited ,994,14,Text
1747,2023-02-18 12:45:41.962,DOTA2,TWITTER,Evil Exhibited ,846,7,Video
1748,2023-02-18 12:34:30.000,General ,INSTAGRAM,Evil Exhibited ,3521,0,Video
1749,2023-02-18 12:25:18.624,DOTA2,TWITTER,Evil Exhibited ,776,6,Text
1750,2023-02-18 12:20:06.916,General ,TWITTER,Evil Exhibited ,1618,69,Video
1751,2023-02-18 12:18:18.504,General ,TWITTER,N/A ,0,0,Video
1752,2023-02-18 12:16:01.986,DOTA2,TWITTER,N/A ,0,0,Video
1753,2023-02-18 12:14:47.911,DOTA2,TWITTER,Evil Exhibited ,1222,35,Photo
1754,2023-02-18 12:05:51.959,DOTA2,TWITTER,Evil Exhibited ,749,9,Video
1755,2023-02-18 12:04:33.249,DOTA2,TWITTER,Evil Exhibited ,612,3,Text
1756,2023-02-18 12:03:56.241,DOTA2,TWITTER,Evil Exhibited ,661,8,Photo
1757,2023-02-18 12:03:34.000,General ,FBPAGE,Evil Exhibited ,19909,1180,Photo
1758,2023-02-18 12:03:05.364,DOTA2,TWITTER,N/A ,0,0,Video
1759,2023-02-18 12:02:02.000,General ,INSTAGRAM,Evil Exhibited ,3682,0,Video
1760,2023-02-18 11:56:57.723,DOTA2,TWITTER,Evil Exhibited ,894,10,Text
1761,2023-02-18 11:56:39.855,General ,TWITTER,Evil Exhibited ,25131,263,Photo
1762,2023-02-18 11:43:49.203,DOTA2,TWITTER,N/A ,145,1,Video
1763,2023-02-18 11:39:17.688,DOTA2,TWITTER,Evil Exhibited ,3670,147,Text
1764,2023-02-18 11:33:54.778,DOTA2,TWITTER,Evil Exhibited ,134,4,Text
1765,2023-02-18 11:30:40.894,DOTA2,TWITTER,Evil Exhibited ,0,0,Photo
1766,2023-02-18 11:30:07.713,General ,TWITTER,Evil Exhibited ,19678,1363,Photo
1767,2023-02-18 11:19:49.215,DOTA2,TWITTER,Evil Exhibited ,5055,385,Photo
1768,2023-02-18 11:18:41.345,DOTA2,TWITTER,Evil Exhibited ,364,5,Text
1769,2023-02-18 11:04:50.281,General ,INSTAGRAM,N/A ,0,0,Text
1770,2023-02-18 10:50:39.077,General ,TWITTER,Evil Exhibited ,15671,487,Photo
1771,2023-02-18 10:30:01.889,DOTA2,TWITTER,Evil Exhibited ,464,8,Photo
1772,2023-02-18 10:30:01.000,General ,FBPAGE,Evil Exhibited ,19468,638,Photo
1773,2023-02-18 10:08:42.021,General ,TWITTER,Community Engagement ,32719,295,Photo
1774,2023-02-18 09:43:57.000,General ,INSTAGRAM,Evil Exhibited ,4043,0,Photo
1775,2023-02-18 09:30:05.893,DOTA2,TWITTER,Evil Exhibited ,1377,37,Text
1776,2023-02-18 09:26:13.465,DOTA2,TWITTER,N/A ,551,1,Text
1777,2023-02-18 09:00:02.577,DOTA2,TWITTER,Community Engagement ,3997,248,Photo
1778,2023-02-18 09:00:01.000,General ,FBPAGE,Community Engagement ,35227,6153,Photo
1779,2023-02-18 07:48:46.426,General ,TWITTER,N/A ,0,0,Photo
1780,2023-02-18 07:22:19.200,DOTA2,TWITTER,Evil Exhibited ,583,5,Text
1781,2023-02-18 07:20:44.899,DOTA2,TWITTER,Evil Exhibited ,1541,26,Text
1782,2023-02-18 07:20:12.117,DOTA2,TWITTER,N/A ,0,0,Photo
1783,2023-02-18 05:23:42.165,DOTA2,TWITTER,N/A ,951,30,Video
1784,2023-02-17 22:10:58.361,CSGO,TWITTER,Community Engagement ,3406,106,Photo
1785,2023-02-17 20:23:59.251,General ,INSTAGRAM,N/A ,0,0,Photo
1786,2023-02-17 20:23:59.247,General ,INSTAGRAM,N/A ,0,0,Photo
1787,2023-02-17 20:23:59.231,General ,INSTAGRAM,N/A ,0,0,Photo
1788,2023-02-17 20:23:51.000,General ,INSTAGRAM,Community Engagement ,3306,0,Photo
1789,2023-02-17 19:07:31.000,General ,INSTAGRAM,Community Engagement ,3201,0,Video
1790,2023-02-17 17:33:24.686,CSGO,TWITTER,Community Engagement ,18242,547,Photo
1791,2023-02-17 16:34:26.000,General ,INSTAGRAM,N/A ,0,0,Text
1792,2023-02-17 16:34:26.000,General ,FBPAGE,Evil Exhibited ,24322,492,Photo
1793,2023-02-17 16:34:23.000,General ,INSTAGRAM,Evil Exhibited ,20348,567,Photo
1794,2023-02-17 16:27:20.266,DOTA2,TWITTER,N/A ,394,2,Text
1795,2023-02-17 15:49:29.587,General ,TWITTER,N/A ,0,0,Photo
1796,2023-02-17 15:44:11.000,General ,INSTAGRAM,Community Engagement ,3016,0,Video
1797,2023-02-17 15:42:58.220,General ,TWITTER,N/A ,0,0,Text
1798,2023-02-17 15:40:37.000,General ,INSTAGRAM,Community Engagement ,3108,0,Video
1799,2023-02-17 15:39:59.000,General ,INSTAGRAM,Community Engagement ,3227,0,Photo
1800,2023-02-17 15:39:35.000,General ,FBPAGE,N/A ,14755,286,Photo
1801,2023-02-17 15:39:22.579,DOTA2,TWITTER,N/A ,740,6,Photo
1802,2023-02-17 15:38:37.568,General ,TWITTER,Community Engagement ,41103,362,Photo
1803,2023-02-17 15:34:44.611,DOTA2,TWITTER,N/A ,3497,208,Photo
1804,2023-02-17 15:33:50.737,DOTA2,TWITTER,N/A ,580,3,Text
1805,2023-02-17 15:31:01.595,General ,TWITTER,Community Engagement ,20682,165,Video
1806,2023-02-17 15:30:02.272,General ,TWITTER,Community Engagement ,14159,89,Photo
1807,2023-02-17 15:23:27.728,DOTA2,TWITTER,N/A ,687,8,Text
1808,2023-02-17 15:20:11.000,General ,INSTAGRAM,Community Engagement ,3348,0,Photo
1809,2023-02-17 15:17:27.070,DOTA2,TWITTER,N/A ,647,12,Text
1810,2023-02-17 14:58:22.000,General ,FBPAGE,N/A ,11920,278,Photo
1811,2023-02-17 14:58:19.232,DOTA2,TWITTER,N/A ,494,4,Link
1812,2023-02-17 14:57:34.426,General ,TWITTER,Community Engagement ,54308,302,Photo
1813,2023-02-17 14:55:18.000,General ,INSTAGRAM,Community Engagement ,3506,0,Video
1814,2023-02-17 14:53:07.000,Valorant,YOUTUBE,Evil Exhibited ,639,17,Video
1815,2023-02-17 14:49:07.037,DOTA2,TWITTER,N/A ,743,7,Text
1816,2023-02-17 14:42:16.000,General ,INSTAGRAM,Community Engagement ,3787,0,Photo
1817,2023-02-17 14:33:40.879,DOTA2,TWITTER,N/A ,0,0,Text
1818,2023-02-17 14:01:31.064,General ,TWITTER,Community Engagement ,31857,788,Photo
1819,2023-02-17 13:00:01.286,DOTA2,TWITTER,N/A ,1063,71,Photo
1820,2023-02-17 13:00:01.000,General ,FBPAGE,N/A ,29498,1896,Photo
1821,2023-02-17 12:58:05.072,DOTA2,TWITTER,N/A ,315,2,Text
1822,2023-02-17 12:23:43.483,General ,TWITTER,Community Engagement ,17485,173,Photo
1823,2023-02-17 12:00:33.000,General ,INSTAGRAM,Evergreen ,10917,190,Video
1824,2023-02-17 12:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,1652,109,Video
1825,2023-02-17 12:00:03.766,General ,YOUTUBE,Evergreen ,0,0,Video
1826,2023-02-17 11:56:10.157,DOTA2,TWITTER,N/A ,578,9,Text
1827,2023-02-17 11:55:27.000,General ,INSTAGRAM,Evil Exhibited ,4062,0,Photo
1828,2023-02-17 11:41:25.000,General ,FBPAGE,Community Engagement ,49251,22022,Photo
1829,2023-02-17 11:37:19.604,DOTA2,TWITTER,N/A ,8760,1139,Photo
1830,2023-02-17 11:27:24.683,DOTA2,TWITTER,N/A ,1480,64,Text
1831,2023-02-17 11:13:36.000,Content Creators,YOUTUBE,N/A ,128,3,Video
1832,2023-02-17 10:58:22.993,DOTA2,TWITTER,N/A ,62,1,Text
1833,2023-02-17 10:55:09.000,General ,FBPAGE,N/A ,0,0,Text
1834,2023-02-17 10:52:27.000,General ,FBPAGE,N/A ,0,0,Text
1835,2023-02-17 10:38:58.000,General ,FBPAGE,N/A ,0,0,Text
1836,2023-02-17 10:38:43.000,General ,FBPAGE,N/A ,0,0,Text
1837,2023-02-17 10:35:45.000,General ,FBPAGE,N/A ,0,0,Text
1838,2023-02-17 10:35:08.000,General ,FBPAGE,N/A ,0,0,Text
1839,2023-02-17 10:32:10.000,General ,FBPAGE,Community Engagement ,25472,2871,Photo
1840,2023-02-17 10:32:09.371,DOTA2,TWITTER,Community Engagement ,4274,262,Photo
1841,2023-02-17 09:00:46.000,General ,INSTAGRAM,Evil Exhibited ,296,21,Video
1842,2023-02-17 09:00:40.878,DOTA2,TWITTER,N/A ,897,3,Text
1843,2023-02-17 09:00:18.273,DOTA2,TWITTER,N/A ,750,37,Video
1844,2023-02-17 09:00:07.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,752,41,Video
1845,2023-02-17 09:00:06.726,General ,YOUTUBE,Evil Exhibited ,352,7,Video
1846,2023-02-17 08:57:55.777,General ,TWITTER,Evergreen ,52350,6162,Video
1847,2023-02-17 08:57:43.000,General ,FBPAGE,Evergreen ,61643,8074,Video
1848,2023-02-17 08:56:52.126,DOTA2,TWITTER,Evil Exhibited ,347,2,Text
1849,2023-02-17 06:49:11.291,DOTA2,TWITTER,Evil Exhibited ,112,8,Photo
1850,2023-02-17 06:44:02.619,DOTA2,TWITTER,Evil Exhibited ,1015,10,Text
1851,2023-02-17 05:31:02.000,General ,FBPAGE,Community Engagement ,40838,5106,Text
1852,2023-02-17 05:28:21.854,DOTA2,TWITTER,N/A ,2429,68,Text
1853,2023-02-17 00:10:23.000,Valorant,YOUTUBE,Evil Exhibited ,0,0,Text
1854,2023-02-16 17:15:09.979,DOTA2,TWITTER,N/A ,389,4,Text
1855,2023-02-16 15:49:22.258,DOTA2,TWITTER,N/A ,1439,38,Photo
1856,2023-02-16 15:22:07.828,General ,TWITTER,Community Engagement ,1938,51,Video
1857,2023-02-16 15:14:20.030,DOTA2,TWITTER,N/A ,24,2,Text
1858,2023-02-16 15:12:53.789,General ,TWITTER,Community Engagement ,2594,79,Video
1859,2023-02-16 15:09:36.892,General ,TWITTER,Community Engagement ,1979,46,Video
1860,2023-02-16 15:07:26.819,General ,TWITTER,Community Engagement ,1349,31,Photo
1861,2023-02-16 15:02:44.000,General ,INSTAGRAM,Community Engagement ,2998,0,Photo
1862,2023-02-16 15:02:25.865,General ,TWITTER,Community Engagement ,957,23,Video
1863,2023-02-16 14:58:13.324,General ,TWITTER,Community Engagement ,26477,398,Photo
1864,2023-02-16 14:55:55.395,General ,TWITTER,Community Engagement ,4845,112,Video
1865,2023-02-16 14:55:44.000,General ,FBPAGE,N/A ,10009,270,Photo
1866,2023-02-16 14:55:29.975,General ,TWITTER,Community Engagement ,22006,461,Video
1867,2023-02-16 14:55:18.027,DOTA2,TWITTER,N/A ,1626,46,Photo
1868,2023-02-16 14:48:25.000,General ,INSTAGRAM,Community Engagement ,3057,0,Video
1869,2023-02-16 14:43:35.553,DOTA2,TWITTER,N/A ,21,1,Text
1870,2023-02-16 14:42:52.000,General ,FBPAGE,N/A ,4832,209,Video
1871,2023-02-16 14:42:11.276,General ,TWITTER,Community Engagement ,20040,574,Video
1872,2023-02-16 14:41:11.395,DOTA2,TWITTER,N/A ,957,34,Video
1873,2023-02-16 14:37:39.768,DOTA2,TWITTER,N/A ,8,2,Text
1874,2023-02-16 14:36:08.374,DOTA2,TWITTER,N/A ,8,2,Text
1875,2023-02-16 14:32:19.869,DOTA2,TWITTER,N/A ,729,11,Text
1876,2023-02-16 14:28:34.638,General ,TWITTER,Community Engagement ,15157,277,Video
1877,2023-02-16 14:28:12.650,DOTA2,TWITTER,N/A ,131,11,Photo
1878,2023-02-16 14:17:34.041,DOTA2,TWITTER,N/A ,595,3,Text
1879,2023-02-16 14:16:18.838,DOTA2,TWITTER,N/A ,792,11,Video
1880,2023-02-16 14:13:13.139,DOTA2,TWITTER,N/A ,637,16,Text
1881,2023-02-16 14:08:50.000,General ,FBPAGE,N/A ,8337,96,Photo
1882,2023-02-16 14:08:48.810,DOTA2,TWITTER,N/A ,526,1,Photo
1883,2023-02-16 14:01:12.433,DOTA2,TWITTER,Evil Exhibited ,1366,43,Text
1884,2023-02-16 13:58:41.000,General ,INSTAGRAM,Community Engagement ,3211,0,Photo
1885,2023-02-16 13:50:14.118,General ,TWITTER,Community Engagement ,15979,65,Photo
1886,2023-02-16 13:44:58.765,DOTA2,TWITTER,N/A ,1310,98,Video
1887,2023-02-16 13:43:25.000,General ,INSTAGRAM,Community Engagement ,3338,0,Video
1888,2023-02-16 13:39:30.000,General ,INSTAGRAM,Community Engagement ,3528,0,Video
1889,2023-02-16 13:23:11.000,General ,INSTAGRAM,Community Engagement ,4160,0,Photo
1890,2023-02-16 13:22:42.203,DOTA2,TWITTER,N/A ,231,4,Text
1891,2023-02-16 13:11:33.270,DOTA2,TWITTER,N/A ,2207,136,Text
1892,2023-02-16 13:10:41.294,DOTA2,TWITTER,N/A ,0,0,Text
1893,2023-02-16 13:05:23.777,DOTA2,TWITTER,N/A ,597,7,Photo
1894,2023-02-16 13:00:49.986,General ,TWITTER,Evil Exhibited ,13282,336,Link
1895,2023-02-16 13:00:49.571,General ,TWITTER,Evil Exhibited ,16676,578,Video
1896,2023-02-16 13:00:03.000,General ,FBPAGE,N/A ,26716,1388,Photo
1897,2023-02-16 13:00:00.453,DOTA2,TWITTER,N/A ,1321,34,Photo
1898,2023-02-16 12:46:09.989,DOTA2,TWITTER,N/A ,478,23,Text
1899,2023-02-16 12:01:41.790,DOTA2,TWITTER,N/A ,716,11,Video
1900,2023-02-16 12:00:34.000,General ,INSTAGRAM,Evergreen ,14295,238,Video
1901,2023-02-16 12:00:07.000,General ,TIKTOK_BUSINESS,Evergreen ,4039,102,Video
1902,2023-02-16 12:00:05.318,General ,YOUTUBE,Evergreen ,830,30,Video
1903,2023-02-16 12:00:02.659,General ,TWITTER,Community Engagement ,15816,128,Photo
1904,2023-02-16 11:00:23.759,General ,TWITTER,Evil Exhibited ,26330,392,Photo
1905,2023-02-16 10:46:00.827,General ,TWITTER,Evil Exhibited ,412,18,Video
1906,2023-02-16 10:11:29.818,DOTA2,TWITTER,Evil Exhibited ,3218,49,Text
1907,2023-02-16 10:11:23.365,DOTA2,TWITTER,N/A ,0,0,Photo
1908,2023-02-16 10:00:02.993,General ,TWITTER,Evil Exhibited ,217730,8568,Photo
1909,2023-02-16 09:55:55.458,DOTA2,TWITTER,N/A ,272,2,Text
1910,2023-02-16 09:34:13.000,Valorant,YOUTUBE,N/A ,0,0,Text
1911,2023-02-16 09:00:34.000,General ,INSTAGRAM,Evergreen ,172597,3459,Video
1912,2023-02-16 09:00:07.519,General,LINKEDIN_COMPANY,Community Engagement ,2224,33,Photo
1913,2023-02-16 09:00:06.000,General ,TIKTOK_BUSINESS,Evergreen ,2038,87,Video
1914,2023-02-16 09:00:05.066,General ,YOUTUBE,Evergreen ,760,25,Video
1915,2023-02-16 09:00:03.042,General ,TWITTER,Community Engagement ,12772,66,Photo
1916,2023-02-16 09:00:01.000,General ,FBPAGE,Community Engagement ,13520,69,Photo
1917,2023-02-16 05:17:59.890,DOTA2,TWITTER,N/A ,1377,3,Text
1918,2023-02-15 17:59:18.870,General ,TWITTER,Evil Exhibited ,22565,1066,Video
1919,2023-02-15 17:01:47.094,DOTA2,TWITTER,N/A ,261,6,Text
1920,2023-02-15 17:00:33.718,DOTA2,TWITTER,N/A ,1579,48,Text
1921,2023-02-15 15:44:30.000,Valorant,YOUTUBE,Evil Exhibited ,283,20,Video
1922,2023-02-15 15:33:32.272,General ,TWITTER,Community Engagement ,18063,162,Photo
1923,2023-02-15 15:14:13.574,General ,TWITTER,Community Engagement ,4184,47,Text
1924,2023-02-15 15:01:32.654,General ,TWITTER,Community Engagement ,4702,116,Text
1925,2023-02-15 15:00:13.787,DOTA2,TWITTER,N/A ,492,9,Text
1926,2023-02-15 15:00:00.009,General ,TWITTER,N/A ,0,0,Photo
1927,2023-02-15 14:59:24.000,General ,FBPAGE,N/A ,10376,152,Photo
1928,2023-02-15 14:59:08.819,DOTA2,TWITTER,N/A ,920,16,Photo
1929,2023-02-15 14:57:24.902,DOTA2,TWITTER,N/A ,820,22,Video
1930,2023-02-15 14:56:44.000,General ,FBPAGE,N/A ,4780,208,Video
1931,2023-02-15 14:55:50.561,General ,TWITTER,Community Engagement ,29703,177,Text
1932,2023-02-15 14:54:25.885,General ,TWITTER,Community Engagement ,30374,447,Photo
1933,2023-02-15 14:49:07.565,DOTA2,TWITTER,N/A ,537,10,Text
1934,2023-02-15 14:44:21.000,General ,YOUTUBE,N/A ,0,0,Text
1935,2023-02-15 14:40:37.128,DOTA2,TWITTER,N/A ,0,0,Text
1936,2023-02-15 14:40:35.518,DOTA2,TWITTER,N/A ,0,0,Text
1937,2023-02-15 14:40:27.282,DOTA2,TWITTER,N/A ,368,15,Text
1938,2023-02-15 14:38:47.000,Content Creators,YOUTUBE,N/A ,0,0,Link
1939,2023-02-15 14:38:40.367,General ,TWITTER,Community Engagement ,25235,213,Text
1940,2023-02-15 14:36:38.149,DOTA2,TWITTER,N/A ,0,0,Text
1941,2023-02-15 14:36:34.719,DOTA2,TWITTER,N/A ,0,0,Text
1942,2023-02-15 14:36:32.195,DOTA2,TWITTER,N/A ,0,0,Text
1943,2023-02-15 14:36:29.219,DOTA2,TWITTER,N/A ,0,0,Text
1944,2023-02-15 14:35:59.207,DOTA2,TWITTER,N/A ,314,3,Text
1945,2023-02-15 14:30:18.116,DOTA2,TWITTER,N/A ,880,29,Video
1946,2023-02-15 14:26:11.331,DOTA2,TWITTER,N/A ,694,16,Text
1947,2023-02-15 14:23:07.337,DOTA2,TWITTER,N/A ,110,1,Video
1948,2023-02-15 14:18:24.816,DOTA2,TWITTER,N/A ,1446,38,Photo
1949,2023-02-15 14:10:12.000,General ,INSTAGRAM,Community Engagement ,2392,0,Video
1950,2023-02-15 14:06:30.927,DOTA2,TWITTER,N/A ,605,7,Photo
1951,2023-02-15 14:04:42.066,General ,TWITTER,Community Engagement ,23556,891,Video
1952,2023-02-15 14:03:01.000,General ,FBPAGE,N/A ,9236,98,Photo
1953,2023-02-15 14:02:59.755,DOTA2,TWITTER,N/A ,433,8,Photo
1954,2023-02-15 14:02:35.193,General ,TWITTER,Community Engagement ,34447,313,Photo
1955,2023-02-15 14:00:51.000,General ,INSTAGRAM,Community Engagement ,183,1,Video
1956,2023-02-15 14:00:07.000,General ,TIKTOK_BUSINESS,Community Engagement ,145,6,Video
1957,2023-02-15 13:57:52.632,General ,TWITTER,N/A ,0,0,Text
1958,2023-02-15 13:30:01.816,General ,TWITTER,Community Engagement ,14936,80,Photo
1959,2023-02-15 13:15:04.041,General ,TWITTER,Community Engagement ,15980,340,Video
1960,2023-02-15 13:00:30.316,General ,TWITTER,Community Engagement ,1929,27,Text
1961,2023-02-15 12:57:31.000,General ,INSTAGRAM,Community Engagement ,2131,0,Photo
1962,2023-02-15 12:55:15.728,General ,TWITTER,Evil Exhibited ,20789,1105,Photo
1963,2023-02-15 12:53:14.000,General ,INSTAGRAM,Community Engagement ,2250,0,Photo
1964,2023-02-15 12:36:08.340,CSGO,TWITTER,Community Engagement ,350,18,Text
1965,2023-02-15 12:35:57.137,CSGO,TWITTER,N/A ,0,0,Video
1966,2023-02-15 12:32:39.000,General ,FBPAGE,N/A ,0,0,Photo
1967,2023-02-15 12:32:39.000,General ,FBPAGE,N/A ,0,0,Photo
1968,2023-02-15 12:32:05.142,DOTA2,TWITTER,N/A ,497,8,Photo
1969,2023-02-15 12:31:04.471,DOTA2,TWITTER,N/A ,761,8,Video
1970,2023-02-15 12:30:59.000,General ,FBPAGE,N/A ,13811,891,Video
1971,2023-02-15 12:25:39.214,DOTA2,TWITTER,N/A ,157,10,Text
1972,2023-02-15 11:49:52.000,General ,INSTAGRAM,Evil Exhibited ,18984,314,Video
1973,2023-02-15 11:49:36.000,General ,TIKTOK_BUSINESS,Evil Exhibited ,1594,48,Video
1974,2023-02-15 11:49:35.151,General ,YOUTUBE,Evil Exhibited ,434,11,Video
1975,2023-02-15 11:47:27.073,General ,TWITTER,Evil Exhibited ,172,6,Text
1976,2023-02-15 11:45:34.774,General ,TWITTER,Evil Exhibited ,1880,81,Text
1977,2023-02-15 11:45:19.307,General ,TWITTER,Evil Exhibited ,1881,50,Text
1978,2023-02-15 11:44:57.812,General ,TWITTER,N/A ,0,0,Text
1979,2023-02-15 11:42:11.816,General ,INSTAGRAM,N/A ,0,0,Photo
1980,2023-02-15 11:42:11.810,General ,INSTAGRAM,N/A ,0,0,Photo
1981,2023-02-15 11:42:11.804,General ,INSTAGRAM,N/A ,0,0,Photo
1982,2023-02-15 11:42:11.803,General ,INSTAGRAM,N/A ,0,0,Photo
1983,2023-02-15 11:42:11.802,General ,INSTAGRAM,N/A ,0,0,Photo
1984,2023-02-15 11:42:11.797,General ,INSTAGRAM,N/A ,0,0,Photo
1985,2023-02-15 11:42:03.000,General ,INSTAGRAM,Evil Exhibited ,2193,0,Photo
1986,2023-02-15 11:38:58.799,General ,TWITTER,Evil Exhibited ,18112,646,Photo
1987,2023-02-15 11:36:17.881,General ,INSTAGRAM,N/A ,0,0,Photo
1988,2023-02-15 11:36:17.758,General ,INSTAGRAM,N/A ,0,0,Photo
1989,2023-02-15 11:36:17.754,General ,INSTAGRAM,N/A ,0,0,Photo
1990,2023-02-15 11:36:17.750,General ,INSTAGRAM,N/A ,0,0,Photo
1991,2023-02-15 11:36:10.000,General ,INSTAGRAM,Evil Exhibited ,2237,0,Photo
1992,2023-02-15 11:34:18.203,General ,INSTAGRAM,N/A ,0,0,Photo
1993,2023-02-15 11:34:03.000,General ,INSTAGRAM,Evil Exhibited ,2266,0,Video
1994,2023-02-15 11:25:06.301,General ,TWITTER,N/A ,2954,57,Text
1995,2023-02-15 11:24:37.871,General ,TWITTER,N/A ,0,0,Video
1996,2023-02-15 11:24:10.970,General ,TWITTER,Evil Exhibited ,5454,341,Photo
1997,2023-02-15 11:22:23.913,DOTA2,TWITTER,N/A ,965,28,Text
1998,2023-02-15 11:22:01.425,General ,TWITTER,N/A ,0,0,Text
1999,2023-02-15 11:21:41.834,DOTA2,TWITTER,Evil Exhibited ,4118,328,Video
2000,2023-02-15 11:21:26.000,General ,FBPAGE,Evil Exhibited ,8001,824,Video
2001,2023-02-15 11:20:21.921,General ,TWITTER,N/A ,0,0,Text
2002,2023-02-15 11:18:45.491,DOTA2,TWITTER,N/A ,0,0,Text
2003,2023-02-15 11:18:43.682,DOTA2,TWITTER,N/A ,0,0,Text
2004,2023-02-15 11:18:12.814,General ,TWITTER,Evil Exhibited ,40785,2739,Video
2005,2023-02-15 11:15:09.827,General ,TWITTER,Evil Exhibited ,429,35,Video
2006,2023-02-15 11:13:40.000,General ,INSTAGRAM,Evil Exhibited ,2332,0,Video
2007,2023-02-15 11:12:42.364,General ,TWITTER,Evil Exhibited ,1768,54,Text
2008,2023-02-15 11:11:47.564,General ,TWITTER,N/A ,0,0,Text
2009,2023-02-15 11:09:45.354,General ,INSTAGRAM,N/A ,0,0,Photo
2010,2023-02-15 11:09:14.000,General ,INSTAGRAM,Community Engagement ,2387,0,Video
2011,2023-02-15 11:08:30.151,General ,INSTAGRAM,N/A ,0,0,Photo
2012,2023-02-15 11:08:06.000,General ,INSTAGRAM,Evil Exhibited ,2465,0,Video
2013,2023-02-15 11:07:40.238,General ,TWITTER,Evil Exhibited ,2057,60,Text
2014,2023-02-15 11:07:24.197,General ,INSTAGRAM,N/A ,0,0,Photo
2015,2023-02-15 11:07:22.583,General ,TWITTER,N/A ,0,0,Link
2016,2023-02-15 11:07:18.000,General ,INSTAGRAM,Evil Exhibited ,2522,0,Photo
2017,2023-02-15 11:06:57.000,General ,INSTAGRAM,Evil Exhibited ,2557,0,Video
